Date,Winning Numbers,Winning Numbers
"Tue, Feb 07, 1995",['\n\n01\n07\n08\n13\n15\n19\n22\n28\n33\n34\n35\n37\n39\n48\n50\n59\n60\n63\n66\n67\n\n'],   01 07 08 13 15 19 22 28 33 34 35 37 39 48 50 59 60 63 66 67   
"Mon, Feb 06, 1995",['\n\n07\n11\n17\n19\n22\n23\n26\n27\n31\n35\n39\n51\n54\n55\n60\n64\n66\n68\n70\n72\n\n'],   07 11 17 19 22 23 26 27 31 35 39 51 54 55 60 64 66 68 70 72   
"Sun, Feb 05, 1995",['\n\n01\n02\n08\n11\n12\n14\n21\n27\n28\n32\n37\n39\n40\n44\n48\n62\n65\n70\n77\n79\n\n'],   01 02 08 11 12 14 21 27 28 32 37 39 40 44 48 62 65 70 77 79   
"Sat, Feb 04, 1995",['\n\n03\n11\n16\n17\n26\n29\n33\n34\n37\n41\n44\n46\n50\n52\n58\n59\n66\n70\n73\n75\n\n'],   03 11 16 17 26 29 33 34 37 41 44 46 50 52 58 59 66 70 73 75   
"Fri, Feb 03, 1995",['\n\n07\n12\n16\n18\n20\n24\n26\n32\n40\n41\n43\n44\n46\n50\n59\n62\n66\n69\n70\n78\n\n'],   07 12 16 18 20 24 26 32 40 41 43 44 46 50 59 62 66 69 70 78   
"Thu, Feb 02, 1995",['\n\n09\n10\n11\n12\n15\n17\n18\n26\n28\n31\n32\n38\n43\n46\n47\n49\n59\n65\n73\n74\n\n'],   09 10 11 12 15 17 18 26 28 31 32 38 43 46 47 49 59 65 73 74   
"Wed, Feb 01, 1995",['\n\n02\n06\n08\n15\n19\n22\n26\n30\n42\n45\n51\n56\n59\n61\n64\n66\n72\n75\n76\n78\n\n'],   02 06 08 15 19 22 26 30 42 45 51 56 59 61 64 66 72 75 76 78   
"Tue, Jan 31, 1995",['\n\n05\n19\n23\n27\n28\n29\n30\n32\n37\n40\n43\n46\n48\n51\n53\n58\n60\n77\n79\n80\n\n'],   05 19 23 27 28 29 30 32 37 40 43 46 48 51 53 58 60 77 79 80   
"Mon, Jan 30, 1995",['\n\n03\n05\n13\n18\n20\n28\n31\n34\n36\n37\n38\n43\n50\n54\n55\n57\n59\n65\n68\n74\n\n'],   03 05 13 18 20 28 31 34 36 37 38 43 50 54 55 57 59 65 68 74   
"Sun, Jan 29, 1995",['\n\n04\n07\n12\n22\n27\n37\n40\n41\n47\n53\n54\n55\n56\n57\n62\n64\n67\n75\n76\n78\n\n'],   04 07 12 22 27 37 40 41 47 53 54 55 56 57 62 64 67 75 76 78   
"Sat, Jan 28, 1995",['\n\n06\n09\n13\n25\n28\n31\n35\n40\n43\n44\n45\n46\n53\n56\n59\n60\n63\n65\n69\n79\n\n'],   06 09 13 25 28 31 35 40 43 44 45 46 53 56 59 60 63 65 69 79   
"Fri, Jan 27, 1995",['\n\n12\n13\n18\n19\n27\n32\n35\n37\n38\n39\n52\n53\n54\n55\n60\n62\n69\n72\n74\n76\n\n'],   12 13 18 19 27 32 35 37 38 39 52 53 54 55 60 62 69 72 74 76   
"Thu, Jan 26, 1995",['\n\n06\n09\n11\n21\n28\n29\n34\n40\n41\n47\n48\n51\n53\n56\n57\n65\n69\n70\n73\n79\n\n'],   06 09 11 21 28 29 34 40 41 47 48 51 53 56 57 65 69 70 73 79   
"Wed, Jan 25, 1995",['\n\n07\n12\n19\n24\n27\n31\n34\n43\n44\n47\n52\n60\n64\n66\n67\n68\n71\n73\n74\n75\n\n'],   07 12 19 24 27 31 34 43 44 47 52 60 64 66 67 68 71 73 74 75   
"Tue, Jan 24, 1995",['\n\n03\n04\n09\n16\n18\n19\n22\n23\n27\n37\n42\n43\n45\n48\n51\n57\n58\n67\n68\n74\n\n'],   03 04 09 16 18 19 22 23 27 37 42 43 45 48 51 57 58 67 68 74   
"Mon, Jan 23, 1995",['\n\n02\n03\n08\n13\n15\n18\n20\n25\n26\n29\n35\n37\n39\n51\n56\n57\n65\n69\n77\n80\n\n'],   02 03 08 13 15 18 20 25 26 29 35 37 39 51 56 57 65 69 77 80   
"Sun, Jan 22, 1995",['\n\n03\n07\n08\n09\n11\n22\n26\n30\n32\n34\n36\n38\n41\n44\n58\n60\n65\n73\n75\n78\n\n'],   03 07 08 09 11 22 26 30 32 34 36 38 41 44 58 60 65 73 75 78   
"Sat, Jan 21, 1995",['\n\n07\n11\n17\n20\n21\n23\n24\n31\n41\n44\n45\n48\n54\n55\n58\n60\n64\n70\n77\n80\n\n'],   07 11 17 20 21 23 24 31 41 44 45 48 54 55 58 60 64 70 77 80   
"Fri, Jan 20, 1995",['\n\n01\n02\n03\n04\n05\n06\n13\n17\n24\n35\n40\n42\n43\n45\n46\n57\n59\n67\n71\n72\n\n'],   01 02 03 04 05 06 13 17 24 35 40 42 43 45 46 57 59 67 71 72   
"Thu, Jan 19, 1995",['\n\n05\n08\n09\n10\n11\n14\n21\n22\n23\n36\n43\n45\n48\n50\n56\n58\n73\n75\n77\n78\n\n'],   05 08 09 10 11 14 21 22 23 36 43 45 48 50 56 58 73 75 77 78   
"Wed, Jan 18, 1995",['\n\n06\n09\n18\n21\n24\n25\n26\n29\n31\n36\n37\n39\n42\n46\n50\n60\n65\n68\n70\n77\n\n'],   06 09 18 21 24 25 26 29 31 36 37 39 42 46 50 60 65 68 70 77   
"Tue, Jan 17, 1995",['\n\n03\n11\n12\n20\n23\n24\n34\n37\n38\n39\n43\n46\n50\n60\n61\n62\n69\n74\n75\n80\n\n'],   03 11 12 20 23 24 34 37 38 39 43 46 50 60 61 62 69 74 75 80   
"Mon, Jan 16, 1995",['\n\n01\n03\n07\n12\n17\n22\n28\n29\n31\n47\n48\n49\n56\n62\n68\n69\n70\n76\n78\n80\n\n'],   01 03 07 12 17 22 28 29 31 47 48 49 56 62 68 69 70 76 78 80   
"Sun, Jan 15, 1995",['\n\n02\n03\n04\n05\n06\n08\n10\n12\n14\n15\n17\n28\n43\n47\n53\n57\n61\n62\n66\n69\n\n'],   02 03 04 05 06 08 10 12 14 15 17 28 43 47 53 57 61 62 66 69   
"Sat, Jan 14, 1995",['\n\n01\n07\n10\n19\n29\n32\n35\n38\n41\n43\n53\n56\n64\n65\n68\n69\n71\n76\n77\n79\n\n'],   01 07 10 19 29 32 35 38 41 43 53 56 64 65 68 69 71 76 77 79   
"Fri, Jan 13, 1995",['\n\n01\n02\n03\n11\n16\n18\n23\n24\n25\n26\n33\n36\n41\n49\n53\n56\n57\n60\n61\n73\n\n'],   01 02 03 11 16 18 23 24 25 26 33 36 41 49 53 56 57 60 61 73   
"Thu, Jan 12, 1995",['\n\n09\n13\n14\n16\n20\n21\n26\n31\n32\n37\n50\n54\n56\n63\n66\n72\n74\n75\n78\n79\n\n'],   09 13 14 16 20 21 26 31 32 37 50 54 56 63 66 72 74 75 78 79   
"Wed, Jan 11, 1995",['\n\n08\n15\n20\n21\n25\n27\n29\n36\n42\n45\n48\n53\n58\n64\n65\n69\n72\n73\n77\n79\n\n'],   08 15 20 21 25 27 29 36 42 45 48 53 58 64 65 69 72 73 77 79   
"Tue, Jan 10, 1995",['\n\n02\n04\n09\n18\n22\n39\n40\n42\n43\n46\n47\n49\n51\n55\n58\n63\n67\n73\n74\n75\n\n'],   02 04 09 18 22 39 40 42 43 46 47 49 51 55 58 63 67 73 74 75   
"Mon, Jan 09, 1995",['\n\n03\n08\n21\n23\n26\n27\n28\n31\n39\n48\n49\n51\n52\n57\n63\n64\n65\n66\n69\n72\n\n'],   03 08 21 23 26 27 28 31 39 48 49 51 52 57 63 64 65 66 69 72   
"Sun, Jan 08, 1995",['\n\n01\n02\n09\n14\n17\n22\n25\n33\n36\n38\n40\n41\n44\n49\n50\n51\n52\n58\n69\n76\n\n'],   01 02 09 14 17 22 25 33 36 38 40 41 44 49 50 51 52 58 69 76   
"Sat, Jan 07, 1995",['\n\n02\n04\n13\n17\n19\n23\n31\n37\n47\n49\n56\n60\n61\n62\n66\n67\n71\n75\n79\n80\n\n'],   02 04 13 17 19 23 31 37 47 49 56 60 61 62 66 67 71 75 79 80   
"Fri, Jan 06, 1995",['\n\n04\n06\n16\n20\n23\n26\n27\n28\n30\n31\n36\n46\n54\n55\n56\n60\n65\n68\n71\n75\n\n'],   04 06 16 20 23 26 27 28 30 31 36 46 54 55 56 60 65 68 71 75   
"Thu, Jan 05, 1995",['\n\n13\n17\n19\n25\n27\n29\n31\n35\n48\n52\n53\n54\n59\n60\n66\n67\n73\n75\n77\n79\n\n'],   13 17 19 25 27 29 31 35 48 52 53 54 59 60 66 67 73 75 77 79   
"Wed, Jan 04, 1995",['\n\n01\n06\n07\n10\n12\n15\n17\n19\n25\n30\n34\n40\n44\n50\n54\n57\n60\n62\n72\n78\n\n'],   01 06 07 10 12 15 17 19 25 30 34 40 44 50 54 57 60 62 72 78   
"Tue, Jan 03, 1995",['\n\n01\n02\n09\n11\n15\n17\n18\n21\n34\n37\n42\n45\n46\n50\n51\n57\n62\n72\n75\n80\n\n'],   01 02 09 11 15 17 18 21 34 37 42 45 46 50 51 57 62 72 75 80   
"Mon, Jan 02, 1995",['\n\n02\n05\n10\n11\n13\n14\n17\n36\n38\n43\n46\n47\n56\n57\n58\n60\n63\n71\n76\n77\n\n'],   02 05 10 11 13 14 17 36 38 43 46 47 56 57 58 60 63 71 76 77   
"Sun, Jan 01, 1995",['\n\n02\n05\n13\n17\n19\n20\n24\n25\n29\n38\n40\n41\n48\n50\n59\n61\n65\n71\n72\n80\n\n'],   02 05 13 17 19 20 24 25 29 38 40 41 48 50 59 61 65 71 72 80   
"Tue, Dec 31, 1996",['\n\n03\n13\n19\n20\n23\n24\n26\n27\n31\n40\n41\n44\n56\n62\n63\n68\n70\n73\n74\n75\n\n'],   03 13 19 20 23 24 26 27 31 40 41 44 56 62 63 68 70 73 74 75   
"Mon, Dec 30, 1996",['\n\n03\n04\n05\n15\n21\n30\n31\n33\n35\n37\n47\n49\n50\n51\n62\n68\n69\n70\n71\n77\n\n'],   03 04 05 15 21 30 31 33 35 37 47 49 50 51 62 68 69 70 71 77   
"Sun, Dec 29, 1996",['\n\n05\n10\n13\n16\n18\n23\n24\n26\n27\n28\n30\n41\n42\n51\n52\n54\n60\n69\n73\n77\n\n'],   05 10 13 16 18 23 24 26 27 28 30 41 42 51 52 54 60 69 73 77   
"Sat, Dec 28, 1996",['\n\n03\n05\n13\n15\n21\n22\n23\n35\n39\n40\n41\n45\n50\n53\n65\n68\n69\n73\n76\n77\n\n'],   03 05 13 15 21 22 23 35 39 40 41 45 50 53 65 68 69 73 76 77   
"Fri, Dec 27, 1996",['\n\n01\n03\n11\n14\n16\n22\n23\n27\n31\n38\n43\n45\n48\n49\n56\n69\n71\n73\n74\n77\n\n'],   01 03 11 14 16 22 23 27 31 38 43 45 48 49 56 69 71 73 74 77   
"Thu, Dec 26, 1996",['\n\n01\n03\n04\n18\n20\n21\n25\n26\n30\n32\n34\n37\n43\n48\n49\n58\n62\n64\n73\n80\n\n'],   01 03 04 18 20 21 25 26 30 32 34 37 43 48 49 58 62 64 73 80   
"Tue, Dec 24, 1996",['\n\n06\n11\n12\n15\n23\n26\n28\n31\n36\n46\n50\n53\n59\n64\n67\n71\n73\n75\n76\n79\n\n'],   06 11 12 15 23 26 28 31 36 46 50 53 59 64 67 71 73 75 76 79   
"Mon, Dec 23, 1996",['\n\n04\n07\n09\n10\n15\n16\n23\n28\n34\n35\n37\n39\n42\n55\n57\n62\n67\n69\n78\n80\n\n'],   04 07 09 10 15 16 23 28 34 35 37 39 42 55 57 62 67 69 78 80   
"Sun, Dec 22, 1996",['\n\n01\n07\n11\n13\n14\n20\n27\n28\n34\n37\n38\n40\n43\n44\n50\n52\n60\n63\n74\n77\n\n'],   01 07 11 13 14 20 27 28 34 37 38 40 43 44 50 52 60 63 74 77   
"Sat, Dec 21, 1996",['\n\n02\n03\n09\n12\n21\n24\n27\n30\n31\n35\n36\n38\n39\n44\n52\n59\n68\n71\n73\n80\n\n'],   02 03 09 12 21 24 27 30 31 35 36 38 39 44 52 59 68 71 73 80   
"Fri, Dec 20, 1996",['\n\n08\n09\n10\n15\n18\n20\n24\n26\n27\n35\n38\n45\n49\n50\n52\n53\n57\n67\n74\n76\n\n'],   08 09 10 15 18 20 24 26 27 35 38 45 49 50 52 53 57 67 74 76   
"Thu, Dec 19, 1996",['\n\n02\n03\n08\n15\n22\n27\n30\n33\n35\n39\n46\n51\n53\n59\n65\n68\n70\n71\n78\n80\n\n'],   02 03 08 15 22 27 30 33 35 39 46 51 53 59 65 68 70 71 78 80   
"Wed, Dec 18, 1996",['\n\n10\n18\n22\n25\n32\n39\n42\n45\n46\n50\n51\n52\n54\n58\n65\n69\n72\n73\n76\n77\n\n'],   10 18 22 25 32 39 42 45 46 50 51 52 54 58 65 69 72 73 76 77   
"Tue, Dec 17, 1996",['\n\n02\n08\n13\n14\n21\n28\n31\n35\n37\n38\n41\n49\n55\n58\n61\n65\n68\n69\n73\n77\n\n'],   02 08 13 14 21 28 31 35 37 38 41 49 55 58 61 65 68 69 73 77   
"Mon, Dec 16, 1996",['\n\n10\n19\n20\n22\n23\n26\n27\n30\n38\n44\n52\n58\n62\n67\n68\n69\n70\n74\n78\n80\n\n'],   10 19 20 22 23 26 27 30 38 44 52 58 62 67 68 69 70 74 78 80   
"Sun, Dec 15, 1996",['\n\n02\n05\n07\n13\n14\n19\n23\n24\n27\n32\n37\n38\n55\n59\n60\n64\n66\n70\n71\n79\n\n'],   02 05 07 13 14 19 23 24 27 32 37 38 55 59 60 64 66 70 71 79   
"Sat, Dec 14, 1996",['\n\n05\n06\n07\n09\n10\n15\n25\n39\n43\n49\n50\n52\n56\n58\n65\n66\n67\n71\n73\n74\n\n'],   05 06 07 09 10 15 25 39 43 49 50 52 56 58 65 66 67 71 73 74   
"Fri, Dec 13, 1996",['\n\n01\n02\n03\n05\n06\n10\n11\n15\n17\n20\n22\n24\n28\n32\n36\n42\n48\n58\n63\n77\n\n'],   01 02 03 05 06 10 11 15 17 20 22 24 28 32 36 42 48 58 63 77   
"Thu, Dec 12, 1996",['\n\n06\n14\n15\n18\n24\n26\n27\n32\n43\n46\n50\n51\n55\n60\n65\n66\n69\n73\n75\n78\n\n'],   06 14 15 18 24 26 27 32 43 46 50 51 55 60 65 66 69 73 75 78   
"Wed, Dec 11, 1996",['\n\n06\n11\n14\n15\n17\n19\n26\n27\n33\n37\n42\n53\n59\n61\n63\n64\n65\n69\n70\n79\n\n'],   06 11 14 15 17 19 26 27 33 37 42 53 59 61 63 64 65 69 70 79   
"Tue, Dec 10, 1996",['\n\n02\n05\n11\n12\n25\n27\n28\n30\n39\n46\n49\n55\n56\n60\n61\n64\n65\n68\n77\n79\n\n'],   02 05 11 12 25 27 28 30 39 46 49 55 56 60 61 64 65 68 77 79   
"Mon, Dec 09, 1996",['\n\n06\n22\n23\n31\n32\n33\n45\n47\n48\n49\n50\n60\n61\n63\n65\n71\n73\n75\n76\n78\n\n'],   06 22 23 31 32 33 45 47 48 49 50 60 61 63 65 71 73 75 76 78   
"Sun, Dec 08, 1996",['\n\n01\n06\n11\n15\n16\n19\n24\n25\n30\n33\n34\n35\n44\n48\n52\n53\n55\n62\n66\n80\n\n'],   01 06 11 15 16 19 24 25 30 33 34 35 44 48 52 53 55 62 66 80   
"Sat, Dec 07, 1996",['\n\n03\n08\n11\n12\n14\n15\n17\n19\n28\n30\n33\n43\n47\n52\n58\n62\n68\n69\n71\n76\n\n'],   03 08 11 12 14 15 17 19 28 30 33 43 47 52 58 62 68 69 71 76   
"Fri, Dec 06, 1996",['\n\n02\n12\n14\n15\n18\n21\n38\n47\n48\n52\n53\n57\n58\n59\n60\n62\n73\n75\n76\n79\n\n'],   02 12 14 15 18 21 38 47 48 52 53 57 58 59 60 62 73 75 76 79   
"Thu, Dec 05, 1996",['\n\n03\n11\n13\n16\n17\n24\n25\n26\n38\n39\n41\n51\n56\n57\n58\n60\n62\n63\n68\n69\n\n'],   03 11 13 16 17 24 25 26 38 39 41 51 56 57 58 60 62 63 68 69   
"Wed, Dec 04, 1996",['\n\n11\n17\n21\n23\n26\n28\n31\n37\n39\n40\n41\n43\n45\n51\n56\n59\n60\n65\n69\n71\n\n'],   11 17 21 23 26 28 31 37 39 40 41 43 45 51 56 59 60 65 69 71   
"Tue, Dec 03, 1996",['\n\n05\n06\n07\n21\n22\n32\n34\n36\n37\n39\n43\n50\n51\n52\n67\n71\n73\n77\n78\n80\n\n'],   05 06 07 21 22 32 34 36 37 39 43 50 51 52 67 71 73 77 78 80   
"Mon, Dec 02, 1996",['\n\n01\n05\n09\n11\n13\n17\n24\n31\n39\n41\n50\n51\n55\n58\n65\n66\n68\n69\n71\n77\n\n'],   01 05 09 11 13 17 24 31 39 41 50 51 55 58 65 66 68 69 71 77   
"Sun, Dec 01, 1996",['\n\n04\n07\n12\n19\n30\n35\n41\n42\n45\n53\n54\n59\n60\n61\n62\n66\n68\n76\n78\n79\n\n'],   04 07 12 19 30 35 41 42 45 53 54 59 60 61 62 66 68 76 78 79   
"Sat, Nov 30, 1996",['\n\n01\n07\n19\n21\n25\n26\n29\n40\n42\n45\n46\n52\n55\n58\n64\n68\n70\n71\n74\n80\n\n'],   01 07 19 21 25 26 29 40 42 45 46 52 55 58 64 68 70 71 74 80   
"Fri, Nov 29, 1996",['\n\n03\n06\n09\n12\n17\n20\n22\n26\n28\n29\n35\n38\n40\n44\n49\n58\n63\n67\n78\n79\n\n'],   03 06 09 12 17 20 22 26 28 29 35 38 40 44 49 58 63 67 78 79   
"Thu, Nov 28, 1996",['\n\n03\n07\n08\n19\n26\n27\n28\n30\n31\n49\n50\n51\n55\n56\n65\n69\n72\n73\n76\n79\n\n'],   03 07 08 19 26 27 28 30 31 49 50 51 55 56 65 69 72 73 76 79   
"Wed, Nov 27, 1996",['\n\n03\n04\n09\n11\n17\n19\n40\n42\n45\n46\n47\n48\n53\n61\n64\n67\n69\n72\n78\n80\n\n'],   03 04 09 11 17 19 40 42 45 46 47 48 53 61 64 67 69 72 78 80   
"Tue, Nov 26, 1996",['\n\n02\n04\n06\n13\n14\n17\n19\n22\n23\n25\n26\n38\n42\n46\n47\n49\n58\n60\n68\n72\n\n'],   02 04 06 13 14 17 19 22 23 25 26 38 42 46 47 49 58 60 68 72   
"Mon, Nov 25, 1996",['\n\n01\n07\n10\n14\n20\n28\n29\n34\n39\n43\n48\n51\n54\n58\n59\n63\n64\n67\n75\n76\n\n'],   01 07 10 14 20 28 29 34 39 43 48 51 54 58 59 63 64 67 75 76   
"Sun, Nov 24, 1996",['\n\n01\n02\n05\n09\n13\n15\n27\n35\n39\n41\n45\n46\n47\n50\n51\n52\n57\n58\n67\n75\n\n'],   01 02 05 09 13 15 27 35 39 41 45 46 47 50 51 52 57 58 67 75   
"Sat, Nov 23, 1996",['\n\n03\n09\n13\n18\n23\n26\n29\n38\n40\n42\n43\n48\n49\n61\n63\n64\n75\n76\n77\n80\n\n'],   03 09 13 18 23 26 29 38 40 42 43 48 49 61 63 64 75 76 77 80   
"Fri, Nov 22, 1996",['\n\n04\n06\n12\n15\n19\n20\n21\n25\n27\n35\n36\n39\n42\n43\n58\n60\n62\n71\n76\n77\n\n'],   04 06 12 15 19 20 21 25 27 35 36 39 42 43 58 60 62 71 76 77   
"Thu, Nov 21, 1996",['\n\n03\n04\n09\n11\n12\n14\n16\n17\n31\n35\n36\n38\n42\n49\n50\n56\n67\n71\n75\n78\n\n'],   03 04 09 11 12 14 16 17 31 35 36 38 42 49 50 56 67 71 75 78   
"Wed, Nov 20, 1996",['\n\n05\n06\n15\n16\n26\n27\n31\n38\n40\n42\n45\n46\n57\n65\n66\n70\n75\n76\n77\n78\n\n'],   05 06 15 16 26 27 31 38 40 42 45 46 57 65 66 70 75 76 77 78   
"Tue, Nov 19, 1996",['\n\n11\n18\n20\n21\n24\n25\n26\n29\n45\n53\n55\n56\n58\n59\n60\n63\n72\n74\n79\n80\n\n'],   11 18 20 21 24 25 26 29 45 53 55 56 58 59 60 63 72 74 79 80   
"Mon, Nov 18, 1996",['\n\n02\n17\n18\n19\n27\n28\n33\n35\n38\n43\n45\n48\n53\n57\n60\n63\n71\n72\n73\n75\n\n'],   02 17 18 19 27 28 33 35 38 43 45 48 53 57 60 63 71 72 73 75   
"Sun, Nov 17, 1996",['\n\n02\n05\n10\n12\n20\n23\n27\n36\n42\n47\n50\n51\n55\n63\n66\n67\n69\n70\n71\n78\n\n'],   02 05 10 12 20 23 27 36 42 47 50 51 55 63 66 67 69 70 71 78   
"Sat, Nov 16, 1996",['\n\n04\n08\n11\n15\n17\n18\n20\n32\n36\n39\n40\n43\n44\n47\n65\n67\n70\n73\n77\n80\n\n'],   04 08 11 15 17 18 20 32 36 39 40 43 44 47 65 67 70 73 77 80   
"Fri, Nov 15, 1996",['\n\n04\n07\n10\n13\n24\n26\n27\n33\n37\n38\n39\n40\n41\n43\n49\n57\n62\n70\n75\n78\n\n'],   04 07 10 13 24 26 27 33 37 38 39 40 41 43 49 57 62 70 75 78   
"Thu, Nov 14, 1996",['\n\n01\n04\n12\n19\n23\n25\n31\n34\n38\n39\n40\n41\n47\n57\n60\n63\n66\n73\n74\n76\n\n'],   01 04 12 19 23 25 31 34 38 39 40 41 47 57 60 63 66 73 74 76   
"Wed, Nov 13, 1996",['\n\n02\n04\n05\n17\n20\n22\n23\n25\n28\n32\n34\n43\n44\n50\n56\n64\n72\n76\n79\n80\n\n'],   02 04 05 17 20 22 23 25 28 32 34 43 44 50 56 64 72 76 79 80   
"Tue, Nov 12, 1996",['\n\n05\n16\n24\n29\n30\n33\n34\n41\n44\n45\n50\n54\n58\n59\n62\n70\n73\n74\n78\n80\n\n'],   05 16 24 29 30 33 34 41 44 45 50 54 58 59 62 70 73 74 78 80   
"Mon, Nov 11, 1996",['\n\n05\n13\n18\n20\n22\n33\n46\n52\n53\n54\n57\n60\n68\n73\n74\n75\n76\n77\n78\n80\n\n'],   05 13 18 20 22 33 46 52 53 54 57 60 68 73 74 75 76 77 78 80   
"Sun, Nov 10, 1996",['\n\n01\n02\n05\n11\n13\n15\n16\n17\n20\n24\n34\n40\n44\n46\n49\n52\n55\n64\n69\n75\n\n'],   01 02 05 11 13 15 16 17 20 24 34 40 44 46 49 52 55 64 69 75   
"Sat, Nov 09, 1996",['\n\n01\n03\n04\n11\n13\n14\n17\n19\n21\n27\n29\n36\n40\n44\n67\n68\n69\n71\n75\n80\n\n'],   01 03 04 11 13 14 17 19 21 27 29 36 40 44 67 68 69 71 75 80   
"Fri, Nov 08, 1996",['\n\n08\n13\n22\n26\n28\n29\n30\n43\n45\n48\n52\n54\n55\n57\n59\n62\n63\n69\n76\n80\n\n'],   08 13 22 26 28 29 30 43 45 48 52 54 55 57 59 62 63 69 76 80   
"Thu, Nov 07, 1996",['\n\n01\n03\n04\n06\n08\n12\n26\n31\n32\n37\n39\n41\n44\n56\n62\n63\n73\n74\n75\n79\n\n'],   01 03 04 06 08 12 26 31 32 37 39 41 44 56 62 63 73 74 75 79   
"Wed, Nov 06, 1996",['\n\n02\n04\n06\n08\n10\n15\n16\n18\n20\n25\n31\n34\n35\n41\n43\n51\n52\n68\n71\n73\n\n'],   02 04 06 08 10 15 16 18 20 25 31 34 35 41 43 51 52 68 71 73   
"Tue, Nov 05, 1996",['\n\n04\n06\n10\n13\n14\n21\n29\n30\n31\n32\n39\n43\n45\n47\n51\n56\n58\n71\n75\n80\n\n'],   04 06 10 13 14 21 29 30 31 32 39 43 45 47 51 56 58 71 75 80   
"Mon, Nov 04, 1996",['\n\n03\n18\n20\n21\n22\n23\n27\n40\n46\n53\n57\n58\n59\n64\n68\n69\n72\n77\n78\n80\n\n'],   03 18 20 21 22 23 27 40 46 53 57 58 59 64 68 69 72 77 78 80   
"Sun, Nov 03, 1996",['\n\n05\n08\n09\n13\n29\n30\n32\n34\n36\n37\n38\n42\n53\n54\n56\n58\n69\n74\n75\n78\n\n'],   05 08 09 13 29 30 32 34 36 37 38 42 53 54 56 58 69 74 75 78   
"Sat, Nov 02, 1996",['\n\n09\n19\n26\n32\n33\n35\n41\n42\n46\n49\n57\n58\n60\n61\n63\n65\n69\n70\n71\n78\n\n'],   09 19 26 32 33 35 41 42 46 49 57 58 60 61 63 65 69 70 71 78   
"Fri, Nov 01, 1996",['\n\n04\n07\n13\n26\n27\n34\n41\n50\n51\n52\n56\n57\n58\n60\n61\n65\n67\n71\n72\n79\n\n'],   04 07 13 26 27 34 41 50 51 52 56 57 58 60 61 65 67 71 72 79   
"Thu, Oct 31, 1996",['\n\n05\n07\n08\n11\n12\n16\n17\n23\n33\n42\n43\n52\n53\n56\n58\n60\n62\n66\n67\n77\n\n'],   05 07 08 11 12 16 17 23 33 42 43 52 53 56 58 60 62 66 67 77   
"Wed, Oct 30, 1996",['\n\n01\n07\n12\n17\n24\n25\n28\n31\n34\n40\n46\n48\n50\n54\n67\n70\n74\n75\n76\n77\n\n'],   01 07 12 17 24 25 28 31 34 40 46 48 50 54 67 70 74 75 76 77   
"Tue, Oct 29, 1996",['\n\n05\n08\n14\n25\n27\n29\n30\n41\n50\n53\n62\n64\n65\n68\n69\n73\n75\n76\n77\n78\n\n'],   05 08 14 25 27 29 30 41 50 53 62 64 65 68 69 73 75 76 77 78   
"Mon, Oct 28, 1996",['\n\n18\n21\n22\n26\n29\n30\n36\n42\n44\n45\n47\n49\n52\n53\n55\n59\n71\n74\n79\n80\n\n'],   18 21 22 26 29 30 36 42 44 45 47 49 52 53 55 59 71 74 79 80   
"Sun, Oct 27, 1996",['\n\n02\n10\n11\n14\n17\n20\n22\n25\n26\n34\n36\n44\n46\n47\n55\n56\n58\n68\n73\n78\n\n'],   02 10 11 14 17 20 22 25 26 34 36 44 46 47 55 56 58 68 73 78   
"Sat, Oct 26, 1996",['\n\n02\n07\n10\n11\n13\n16\n18\n35\n38\n39\n43\n58\n59\n61\n62\n71\n72\n73\n74\n77\n\n'],   02 07 10 11 13 16 18 35 38 39 43 58 59 61 62 71 72 73 74 77   
"Fri, Oct 25, 1996",['\n\n02\n06\n07\n10\n16\n25\n27\n28\n29\n31\n32\n33\n35\n36\n39\n45\n53\n57\n69\n73\n\n'],   02 06 07 10 16 25 27 28 29 31 32 33 35 36 39 45 53 57 69 73   
"Thu, Oct 24, 1996",['\n\n05\n11\n15\n18\n19\n27\n30\n31\n35\n40\n41\n43\n54\n59\n61\n62\n63\n68\n72\n74\n\n'],   05 11 15 18 19 27 30 31 35 40 41 43 54 59 61 62 63 68 72 74   
"Wed, Oct 23, 1996",['\n\n05\n10\n13\n15\n17\n18\n29\n38\n45\n46\n49\n50\n51\n52\n55\n62\n65\n68\n73\n76\n\n'],   05 10 13 15 17 18 29 38 45 46 49 50 51 52 55 62 65 68 73 76   
"Tue, Oct 22, 1996",['\n\n02\n03\n06\n07\n09\n10\n11\n34\n35\n37\n40\n41\n43\n45\n46\n58\n59\n69\n71\n76\n\n'],   02 03 06 07 09 10 11 34 35 37 40 41 43 45 46 58 59 69 71 76   
"Mon, Oct 21, 1996",['\n\n01\n11\n12\n14\n20\n21\n23\n24\n30\n38\n42\n44\n50\n51\n52\n60\n62\n67\n76\n77\n\n'],   01 11 12 14 20 21 23 24 30 38 42 44 50 51 52 60 62 67 76 77   
"Sun, Oct 20, 1996",['\n\n03\n07\n09\n18\n21\n24\n25\n34\n39\n41\n42\n48\n52\n53\n54\n55\n63\n66\n69\n74\n\n'],   03 07 09 18 21 24 25 34 39 41 42 48 52 53 54 55 63 66 69 74   
